station_id,name,short_name,latitude,longitude,region_id,rental_methods,capacity,eightd_has_key_dispenser,num_bikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,eightd_has_available_keys,last_reported
66db6da2-0aca-11e7-82f6-3863bb44ef7c,Broadway & Battery Pl,4962.01,40.70463334,-74.01361706,71,"KEY, CREDITCARD",47,false,44,3,0,0,true,true,true,false,2024-03-07 00:07:15.000000 UTC
1b28836b-29fd-47a7-9a98-44cd792918fb,Driggs Ave & N 9 St,5411.08,40.718169694542077,-73.955201357603073,71,"KEY, CREDITCARD",51,false,49,2,0,0,true,true,true,false,2024-03-07 00:07:21.000000 UTC
66db9845-0aca-11e7-82f6-3863bb44ef7c,Sullivan St & Washington Sq,5721.01,40.73047747,-73.99906065,71,"KEY, CREDITCARD",57,false,49,2,0,5,true,true,true,false,2024-03-07 00:05:33.000000 UTC
66db2953-0aca-11e7-82f6-3863bb44ef7c,Park Ave & St Edwards St,4700.06,40.69608941,-73.97803415,71,"KEY, CREDITCARD",53,false,50,3,0,0,true,true,true,false,2024-03-07 00:05:39.000000 UTC
4e862dc1-0652-4f29-a26f-315d763df67d,Washington St & Barrow St,5847.08,40.731911323231742,-74.008769094944,71,"KEY, CREDITCARD",57,false,56,1,0,0,true,true,true,false,2024-03-07 00:06:32.000000 UTC
b6a4770e-9077-4a0e-a0fb-b45b1d457559,Thompson St & Bleecker St,5721.07,40.728400594508287,-73.999687805771828,71,"KEY, CREDITCARD",61,false,59,0,0,1,true,true,true,false,2024-03-07 00:06:36.000000 UTC
66ddd369-0aca-11e7-82f6-3863bb44ef7c,Mercer St & Bleecker St,5679.05,40.727063633483063,-73.996621370315538,71,"KEY, CREDITCARD",67,false,62,4,0,0,true,true,true,false,2024-03-07 00:06:57.000000 UTC
66dd243c-0aca-11e7-82f6-3863bb44ef7c,48 Ave & 5 St,6212.04,40.744363287066882,-73.9558732509613,71,"KEY, CREDITCARD",78,false,77,0,0,0,true,true,true,false,2024-03-07 00:06:22.000000 UTC
66dc8382-0aca-11e7-82f6-3863bb44ef7c,W 34 St & 11 Ave,6578.01,40.75594159,-74.0021163,71,"KEY, CREDITCARD",80,false,79,0,0,0,true,true,true,false,2024-03-07 00:07:06.000000 UTC
26568d39-db49-4354-a5c1-c81a3c856285,Lincoln Ave & E 134 St,7712.06,40.808484,-73.928803,71,"KEY, CREDITCARD",17,false,13,3,1,0,true,true,true,false,2024-03-07 00:07:23.000000 UTC
